A_id,Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Quality
3754,-0.034491468,-3.606194383,2.601699328,2.882483333,0.29195067,-0.292868579,-1.394184455,bad
835,-0.245488448,-2.933223854,1.122287204,1.516149917,1.76362484,1.957459911,-1.675279484,good
858,-0.928644679,-1.096734171,-2.570144912,-0.95699586,2.819405655,0.338450512,4.306908269,bad
3792,-0.994149952,-1.667667509,-0.350210139,-0.085782442,-0.31355705,2.705482532,-1.957389142,good
1804,-2.631879211,0.289642541,1.660824829,1.256371591,2.754925646,-0.860745214,-0.586266336,good
279,-0.560748733,-0.157070531,-1.695140995,0.454258111,1.54203353,0.351700673,1.822181262,bad
3362,1.203179539,3.010767496,-1.975669694,2.460692388,0.818458824,-1.442720454,2.193523816,good
242,-0.026485744,-0.799181452,-3.372003186,3.223286509,-1.319326728,0.30100296,-0.816365227,bad
1210,-0.016624055,0.380198042,-1.510938372,1.756055388,1.646458161,2.25479157,1.906740297,bad
1027,-0.267140934,-3.384006852,4.079122898,2.317536273,-1.937529179,-2.740641238,-1.96567694,bad
1332,0.519095639,0.493767485,-4.358784668,0.202791254,0.263817051,2.967692158,-0.222751026,bad
175,-3.005490261,-0.487316731,2.24018426,-0.952809122,1.930097417,-0.252653951,-2.337145932,bad
2984,-2.117993139,-0.565222771,0.073178533,1.327455066,0.374310021,-0.03857192,3.188874035,bad
2885,2.976558499,0.454123,0.814725936,-4.495358682,2.148842902,0.968814942,3.159536667,good
409,-1.456216537,1.715472496,-1.754080472,0.622814372,-0.237515854,0.169501857,0.819827005,bad
2686,2.298925269,-1.350163585,-0.649910488,-1.438298417,2.256085361,0.358693871,1.753576087,good
2411,-4.9725155,-0.262867233,4.09739266,1.096328379,1.319099504,-2.022445643,3.34199466,bad
3930,-3.40903824,0.580091934,2.572799458,-1.432214772,-0.451346022,0.854121569,-3.128879868,good
1269,-1.944559537,0.635648398,-3.930909518,0.158372627,-1.25891549,3.181640717,-0.226509407,bad
1489,-1.79013844,-2.883487577,-2.286722473,2.225203847,-0.703248983,3.738494175,-1.614855762,bad
388,1.455947385,-0.481695767,-2.50231376,2.682689065,-1.734331273,0.079200653,-0.838856348,good
1560,2.175526467,-1.626535119,0.894188724,1.949642538,1.288661772,1.402139622,-2.268126637,good
3750,-3.444345088,2.12601723,-2.60191038,1.728499389,1.741967143,-0.406072786,-1.187467937,good
2141,2.313424663,-1.963352972,-1.548023171,-0.031263658,-1.463958695,4.328298465,-0.835054852,good
1476,1.803309978,-0.516003276,-3.738179988,2.623058818,-2.527129856,0.824589391,-2.528922726,good
50,-2.938616815,0.524454917,0.802257441,-1.475930881,-0.336348939,1.43064807,-2.298875523,good
3144,-2.248007616,-2.310954553,-0.430174065,1.798926187,-0.690107779,0.448416457,-2.872017555,bad
2711,0.264543326,-3.494726031,3.817398301,-0.822785222,-0.799215235,2.580769523,-0.026114955,good
226,0.585207822,-1.480399294,-1.530431723,1.59253166,0.2212905,-0.046626258,1.508887162,bad
1163,-2.34425727,-4.028971635,0.283568222,-0.518436981,-0.543546687,2.687180088,-4.92196266,bad
1751,-2.818993177,1.050634051,-1.086368485,-1.590237183,1.445839086,3.698570269,0.444069046,bad
686,-4.020484414,-1.474383083,1.255979071,0.310141027,1.929849571,0.735166137,2.383936244,bad
37,3.948113709,-1.634183083,-4.773780118,1.9316313,0.790539691,1.583097197,-2.478055932,good
2195,-1.310657812,-1.210850946,-0.789613398,1.720657274,0.214007605,3.557588395,-3.000197815,bad
1098,3.602229864,-1.657558451,-0.607623597,2.03462981,4.056210464,-1.129443865,4.125265455,good
2240,-2.888477189,-2.467959017,2.064439511,1.249091416,2.647103634,0.73238027,-1.341537581,good
961,0.433143551,0.100089122,-2.64677244,3.006648211,-1.389106374,-1.818382161,-1.15329372,bad
2813,-2.031357306,-1.883199758,-1.252338358,2.505957336,-2.975863457,0.943990955,-1.198752546,bad
851,1.806404783,-2.355395033,-0.2061129,-1.210372234,2.765678772,-0.392659285,3.104922831,good
3303,-1.977979998,-0.229482705,1.283457917,0.23889794,1.049934948,0.682324062,0.369580215,good
466,-1.003934111,-2.909208337,-0.503052237,1.649892305,2.448246715,-2.526101324,1.414178188,good
3244,-2.042188947,-3.259705692,5.019020042,-1.807715157,0.705932295,1.798553071,-1.88350261,good
2318,2.764036359,-0.333896729,-2.554159219,0.791335796,1.485691092,0.569436273,1.996529898,good
1544,-0.03819287,-0.159648836,-0.90249053,0.695370456,0.959944829,-2.142135454,-2.917894697,good
1458,1.870198395,-4.994460268,4.717131362,0.963823956,-0.503281211,3.779079424,0.338473295,good
1056,-0.504181355,-1.496259848,-3.322178632,0.79911341,0.383919832,2.278242154,0.991549395,bad
1389,-3.607746491,-0.7596948,1.634866279,-1.217979074,1.414093393,0.364304606,-3.518392042,good
1193,-1.022152515,-2.653267827,-0.914114032,-0.112849379,2.740261362,1.20328494,5.098353797,bad
2512,-1.796717649,0.370379372,-1.056926599,1.806020006,2.434843756,-0.36004304,-2.920077461,good
638,-0.261529698,-1.016735858,0.648950533,0.905915977,-2.331123221,0.427890498,0.568969749,bad
3986,1.814401033,-1.461634618,-2.514538571,2.975837713,-1.109729859,-0.631429024,-2.793807727,good
3520,-0.083517126,-3.397728471,-0.00728063,0.825889683,2.126599495,-2.321048257,-0.993894782,good
1665,0.01556201,0.321166939,-0.737219189,2.016975004,1.356614322,-0.434289762,1.798605677,bad
2443,4.160258111,-3.529278569,-2.283460035,3.091616102,3.125334184,0.065801674,2.943658081,good
1679,0.905159053,-2.074056748,-2.905731595,0.26048095,1.845435377,1.096334219,4.09531232,bad
1147,4.264394965,-2.038458624,-3.292643859,2.143563544,2.024295718,1.166679045,1.657770128,good
397,0.481356292,-0.140110818,-2.940686361,3.603661679,-3.465855278,2.215774651,-0.856561122,bad
1524,-1.724106427,-0.975230087,-1.737464219,0.842446064,0.59629652,1.455456286,-2.109986332,bad
3724,-0.896410734,0.069006498,-0.446789053,0.048893091,0.949138848,1.460102011,-2.349972115,good
451,-2.394312987,-2.843008792,1.176567539,-0.693392544,0.400813315,2.699625485,-2.85697803,bad
741,0.077349052,-0.171175126,-1.364395781,4.491519184,-1.127824548,-2.438635299,0.001521444,good
3425,-3.250218703,0.425068786,1.044693918,-0.584891536,-0.260019957,1.124428695,-1.758251832,good
508,-2.069803047,-2.174906078,-1.271278847,1.575417631,-0.66219489,4.134098994,-1.658382639,bad
3177,-2.954896105,4.202643132,-3.468045836,-2.146075341,-1.400878558,1.096127897,-1.679607938,good
1876,-1.38504694,-0.094555188,-2.849892282,1.520713926,0.8391144,2.230514679,-0.402378588,bad
940,-2.768701223,2.349618718,-3.016333594,1.136014229,1.788677723,1.474187018,0.569352532,bad
2545,1.141353623,-0.514794974,0.628424312,-2.070047317,2.503568766,-0.48229007,3.831942983,good
2949,-1.106248249,-3.748715042,2.899171796,1.15004173,1.410175235,2.244369823,-0.364772303,good
2722,0.283243486,-1.645347912,-1.438196387,1.097949949,-2.676386764,1.952501478,-0.240177877,bad
2491,1.861523223,-1.004459833,-1.429995863,1.543427462,-0.050274064,2.431354933,-1.175107477,good
3416,1.153913151,-4.317743611,1.435670599,2.273066016,0.822960315,2.9977219,1.95327206,good
813,1.666354406,-3.521163155,-3.208839842,1.834060148,1.008371578,0.487534028,-0.46500337,good
2998,-3.142309369,-1.273307011,-0.459075879,-0.349881867,0.812774356,0.621235615,-4.199263205,bad
2147,1.472628167,-0.533480491,-4.399630162,2.291794636,0.149331683,0.556242287,-0.858438387,good
3471,-1.370552293,-2.61157483,-1.75820626,-0.290133963,3.466107661,2.74215023,2.527526345,bad
907,-1.424181699,-2.184957665,0.772973172,-1.203528884,0.736420181,1.820272944,-3.016466776,bad
785,-4.145439993,0.777986007,1.487350603,2.065713154,3.403159187,-2.632625896,-1.263063979,good
403,-1.122360942,-0.755385226,-0.938569856,0.462277508,1.779085817,0.853567834,1.291181186,bad
250,-4.401879009,-1.880835494,-0.18552821,-1.155767962,1.51741081,2.435939123,-4.663497109,bad
2054,-1.770374991,-2.619782722,2.710192633,0.43307871,2.980502899,1.307302676,-3.088850587,good
2925,-0.651573588,-2.304197821,2.87599049,0.324107687,-0.093583191,2.125974254,1.897369292,good
2337,-4.76866674,2.128980397,-0.074342473,0.939615211,2.64209448,-1.488100155,-2.204790514,good
2366,-1.146725316,-0.548734161,-0.298044781,1.167566885,-0.10334691,-0.167098766,0.892245948,bad
3490,1.132006523,-1.7635908,-1.565067649,2.563091336,1.541496637,-1.483364574,0.250770105,good
2718,0.864548396,-1.108391207,-3.002650413,0.660961123,0.384842613,2.986851251,-3.066802416,bad
757,-4.196919423,-1.354339065,0.969585407,2.694997845,-1.530658751,2.023067324,2.177282174,bad
375,2.130866128,-1.050049577,-0.182559512,0.948857184,2.78388718,-1.198078716,3.654805327,good
694,1.583973044,-1.220156964,-2.654160049,0.263113563,-0.711733235,0.484312026,-1.42480894,bad
3526,-3.526069166,1.146947206,-0.193728771,0.271124563,-0.282697872,1.773856809,1.444897577,bad
150,1.187548188,-3.488738179,-0.024981539,1.056351322,2.167240994,-1.40784869,1.191130833,good
3828,-2.21491788,1.371664198,-0.802180913,0.396454035,2.499406114,-0.881342914,-2.94294254,good
3519,-0.032135409,0.096373975,-0.711031528,-0.764649878,1.530441595,-2.237087872,1.66902099,bad
2073,-0.396577114,-1.999882587,-1.20753401,0.483109256,0.057674238,1.387186382,-0.095012373,bad
2053,0.302576134,-2.011766605,1.900143092,0.53308974,1.703285297,1.261360049,-0.449605316,bad
2091,-0.000752023,-3.554890292,-1.110145172,2.093299951,-1.968881706,0.401407765,-3.513559603,bad
238,3.062485208,-0.168910991,-1.458126528,3.228027575,-1.221682748,-1.766620523,1.123206738,bad
3659,-0.403559622,-1.563125004,-1.578352241,4.080576129,-0.697546847,-2.415979785,-1.169836168,good
1175,0.087577087,-0.274182776,2.016603624,-0.402174733,4.107583543,-3.34677381,3.991479474,good
2350,-1.313893834,-2.386817845,2.505231799,1.339162226,3.790206269,0.221429828,-2.583858134,good
2069,-0.769126954,-2.158429909,1.902392292,1.127191179,-0.201490141,1.91293074,-0.062892903,good
779,-2.980741437,0.101515699,3.011631798,-0.369518392,2.570251972,-0.855631662,-1.770887232,good
3121,-0.374514391,1.113480936,-2.194559884,2.726527418,-0.541873663,0.326557078,1.99553046,bad
3814,1.711418837,0.928887243,-4.111322038,-0.808202554,4.163023416,0.456022911,-1.356739922,bad
832,-3.861955439,-0.722187565,2.712540816,0.043894313,1.100943111,0.144929021,-1.853269386,good
3261,-0.429563811,0.058149216,-0.997900265,-0.178884865,2.492185845,-0.169497375,0.210347278,bad
1207,1.078988835,1.748098959,-0.46744579,0.973976182,-1.772851599,-0.541926568,1.224430811,good
2541,-3.824104179,-0.653506493,2.017481112,-0.650462417,-0.267903409,-3.810386842,-0.293752288,good
2905,1.138854566,0.029772961,-0.721141826,0.849334678,-0.155630819,-0.574074893,-1.345222378,bad
1501,0.687982091,-0.13509323,-1.257287334,3.237504317,-1.20599185,-1.335646136,1.003508224,good
602,0.440097677,-0.536274042,-0.854270771,0.160994771,-0.049758099,3.081594887,1.334893586,bad
307,-2.663491728,-2.791736765,-1.968158211,0.220643916,1.706019629,3.889013696,2.720284244,bad
306,-2.254441392,-0.181272307,-0.374981186,-0.641099132,3.268848089,-1.137355411,3.739759196,bad
2316,0.23073267,-2.729225443,-2.143869768,-1.400213256,1.609957134,0.30422709,-0.297613936,good
1363,1.948034077,-0.77565168,0.714293701,2.223279282,-0.018978448,-1.301383556,0.81596028,bad
1664,-1.643260255,1.59531914,0.305949083,0.777089161,0.502035198,-1.669015282,0.200985333,bad
2042,-3.360436166,-0.453961255,0.98522796,-1.760200315,0.093801121,1.954173736,-1.717266777,bad
2001,-6.905803173,-0.599814577,3.640811227,-0.807991164,3.090986845,-1.912563985,-2.135251693,good
2877,-4.85723015,0.918827133,1.828043929,1.05362924,1.162220189,-1.082272142,0.734982747,good
3357,-0.144840976,-1.336007563,-3.617778748,1.803502379,-1.582838342,0.446698087,-1.8810387,good
3049,2.329371607,-2.338652131,-0.495711205,-1.401172164,3.025817286,0.258610491,1.945986711,good
1012,-0.373861901,-0.766067802,-2.417651619,-0.019789441,0.215198554,-0.588967865,3.543470082,bad
3116,0.539055893,-3.805667483,2.723953575,1.27112836,0.554292284,2.554438013,-2.047689391,good
3039,-0.188985311,2.975707192,-0.215147855,0.171247176,-0.372198595,-1.431905623,2.766830845,good
3962,-2.546753644,0.688784855,1.029541674,1.052267455,1.738183073,-0.494162264,-0.947002551,good
1283,2.594520508,-4.535126756,0.908736404,5.559758976,2.374529756,2.393039986,2.030695991,good
2566,-1.367623069,0.816662354,-2.342179735,0.038995248,1.312044294,2.836942995,0.3066305,bad
1881,-0.499743859,-1.13807292,0.508688415,1.321902827,0.580225039,-2.549181044,1.003754094,good
3959,0.444592364,0.290373626,-1.973922628,0.400662398,2.991891798,0.367347732,-0.74790279,bad
2580,1.123467632,-1.824627279,-0.026979951,-0.479946033,1.304339937,-0.80521152,0.502430498,good
2637,-1.185343007,-2.153863533,0.697222872,1.323673063,4.409921818,0.631300219,-3.432184357,good
2935,-2.086321706,-1.905179871,0.138326637,2.351929577,-0.953284953,1.973830884,-0.268075678,bad
2977,-1.661266138,-0.51612929,-1.100306462,-0.251146092,2.521782096,-0.529969803,4.207055592,bad
2844,2.412594659,-2.424529459,-0.71767619,1.232904705,4.795188314,-1.422100874,3.979854814,good
190,-0.433011417,-1.473763868,1.062339037,0.988938696,0.219544502,2.118380707,0.924712224,good
929,1.399783572,1.036337966,-0.642470642,1.480019356,-0.925231097,1.131227991,-2.384086925,good
662,-1.951982198,-0.943181313,0.954476421,0.825412298,1.226474187,1.165690234,-2.406163774,good
1678,-0.72423927,-0.148748096,-1.057709143,1.533394636,0.609297565,0.736200747,0.204386751,bad
351,3.795331116,-5.103104469,1.502398169,1.327884139,-2.311153278,5.553256265,2.733986236,good
1158,0.024337754,-2.21590944,1.309567963,1.569842589,-2.798334523,-1.290025102,-1.231201967,bad
294,0.49702766,-4.501008255,-0.720715327,3.177121982,2.53614682,-2.032103415,3.350155927,good
489,0.772798805,1.54118035,-2.732458717,1.440223409,0.282460292,0.874259008,1.950120377,bad
354,0.697413744,-2.102824858,-0.104777111,-2.75950978,3.835418965,-0.531325325,1.525044452,good
2787,-1.702933059,-3.828733221,0.172268874,0.603078586,-1.6370191,3.352336849,-2.281646448,bad
3133,-1.67591132,0.870155619,-3.436341121,0.637723798,-0.617020085,3.398545069,1.094332865,bad
2445,0.543335743,-0.662709166,-1.286173818,1.118483167,1.23763731,1.142694301,-0.064020014,bad
3922,0.718260823,-2.947241551,1.178940271,1.107308434,-0.233513877,2.642049275,0.816681247,good
3395,-1.489318956,0.160940823,-0.15598901,-1.014487417,0.451833838,3.726459037,1.493954536,bad
25,-1.299468393,-3.504792012,-1.129402004,0.555905383,-2.807550163,1.714630108,-3.846641823,bad
738,3.414941934,-0.60342316,0.665699308,-1.788599548,4.022488353,-0.29982674,3.86888573,good
1422,-1.134728217,-0.653594639,2.759729824,0.521098244,-1.039218802,-3.979698402,4.329863961,bad
3521,-3.422046413,0.885946857,1.065531995,0.945259751,2.435373129,-1.043162492,-0.590615714,good
2190,-1.222465825,-1.390363637,-0.848536828,2.346494485,1.522259618,-2.98614991,0.420361836,good
3281,-0.337941206,0.151411752,-0.929492761,-1.209260978,1.038715879,-0.810870703,-0.113157751,good
1970,-0.466922125,0.853342475,-3.116447972,-0.059156058,-2.264304919,3.829823256,-0.142374841,good
3507,-1.680703865,-1.174720822,1.609465182,0.972546094,0.358214106,0.495325489,-0.751744832,good
2344,-0.982920666,-3.102776576,-3.612113188,1.020610856,-0.000245441,4.887297371,-0.523976498,bad
80,1.906895248,-0.286557035,-0.642276275,-0.909686603,0.56727051,0.447676716,2.331284997,good
2786,-1.025592992,1.269553924,-2.598011934,1.071034419,-2.636256139,0.664791491,1.516530547,bad
2713,1.226203325,-1.020326396,-1.333379827,3.025561117,-2.504680702,-1.840986463,-0.801434151,bad
3578,0.000305633,0.239963341,0.732234161,2.56172321,-1.573331581,-1.266561987,0.267861555,bad
1629,0.300843482,-5.570704788,-4.539610125,4.227448323,-2.317600069,1.089686302,-1.204729283,good
3114,-0.219935249,1.288949244,0.63137566,0.162954652,0.992985316,-0.813277565,0.777577489,bad
1663,-0.534013371,-2.467902511,-0.654617659,2.107703749,1.896658717,2.11888199,1.723762318,bad
827,-0.564969539,0.060714672,-1.074753678,-0.024840049,-0.579623518,-1.106184981,-1.564030154,good
2826,-2.334493415,-1.748962938,-0.679267926,1.598559669,-0.430467715,1.808382906,-0.427016765,bad
902,-2.142423097,1.952107472,-2.521274217,0.39862791,0.823257484,0.683039333,-3.759799863,good
2923,2.090372229,-1.901308958,-1.438312467,-0.058434436,1.708060148,0.35692766,1.767633005,good
2879,-0.629681048,-1.034102384,-2.720800614,0.528908809,-2.388590194,0.875483669,-2.352559669,bad
2032,1.105708864,-0.943267829,0.131487082,-2.08107586,2.093367908,-0.651310582,1.175072561,good
206,-4.32795266,-0.870679378,-0.254843673,0.357468703,3.327595177,2.483676106,1.795992671,bad
3553,2.603956055,2.545677995,-4.185818231,2.504195872,-1.037755579,0.750245537,-1.104954734,good
2428,2.361273812,-4.342461422,-0.101835664,0.809679271,-3.099777102,0.738780648,-2.960998466,bad
42,-1.53860666,-2.747844387,1.844950057,0.491249069,-0.425815521,1.25976818,-1.680924092,bad
2595,1.608701278,-0.587791336,0.668510379,-0.745884535,2.742861376,-1.878914842,0.780419902,good
3791,0.20454261,-1.65340003,-1.855745847,1.457668397,-0.627158345,-0.283424189,0.394444344,good
1707,0.522224741,0.652557389,-3.069178119,2.955208455,-1.740692822,-0.725726315,-1.98381094,good
51,-0.411307683,-1.758595285,-2.213864776,-0.149535258,1.576184296,0.929197409,1.416983091,bad
432,-2.073596468,-0.61720748,-0.283296192,0.260547199,2.310436497,0.614734636,-0.518849651,bad
1703,-1.318353125,-3.237418336,2.997671771,2.497222689,3.050363935,-0.659743784,-2.054184632,good
1425,1.392498928,0.86044019,0.232168178,-0.3028558,1.876707053,-1.527275721,0.963957113,good
482,-0.433133928,1.160083648,-2.86300395,1.749072808,0.916485829,1.723569349,1.386487028,good
3298,-0.990224977,-1.667060134,0.310330178,3.65755329,-2.110675284,-2.625004048,-1.822560505,bad
864,-0.633836711,-0.620323598,0.373926443,1.128312738,1.585413416,1.109217091,-1.654340482,good
1788,1.523458153,-2.410580832,-2.873684637,3.166516898,-2.212093213,0.407928158,-0.068995237,good
2068,-1.037962063,-0.10822242,0.629296936,1.424793849,0.333889246,-1.374907117,0.28457265,bad
3629,0.272788302,-1.538869707,-2.661360717,4.816726008,-0.491633217,-1.692431107,-0.53944205,good
2029,-1.571191214,1.181532348,0.985552829,-0.248954062,-0.558787768,0.147129238,-0.450351301,good
133,4.420781942,-2.547671341,-1.756285833,0.901810165,-0.41284149,1.987165436,1.613529813,good
2477,-2.575289541,-1.116979177,0.469161969,0.015458691,-0.703408378,2.295525452,-0.156731288,good
1159,0.494946241,-1.53767335,-0.202694735,1.305193953,-1.376384378,1.4512799,0.825066953,bad
1951,-1.60220322,-2.234048307,-1.445256726,1.421623644,-0.559610859,2.006623105,2.501694047,bad
1920,-0.808597416,-2.067359276,-1.937311274,1.458267589,-1.087282075,-0.425100176,0.460380026,good
2878,-1.543241264,0.492982015,-1.64010629,0.8128365,-1.189101619,2.615443796,1.92667469,bad
3074,-2.286438343,0.771862397,-1.11308864,1.154396271,-2.83075368,-0.429298021,0.170322177,bad
2418,-2.471018449,-1.339784424,0.469024665,0.888401313,2.118278484,-0.761144845,6.184145401,bad
634,5.866231802,0.821114307,-0.592951066,0.768463534,3.050095296,0.684049264,6.70139469,good
1392,0.564728797,-0.27786243,-1.065537198,0.415566208,-0.740539942,1.260898375,0.502034477,bad
2710,1.221014255,-1.226663418,-1.840729955,1.196333107,1.404878588,-0.514063959,1.018572989,bad
563,1.49022105,-1.655205641,0.685512576,3.132370759,-0.668775161,-1.349513577,0.117583669,bad
2870,-2.703039097,0.292112109,0.687527463,0.199698342,0.339277854,-0.806530696,1.32628185,bad
2050,-1.251408171,-0.043487362,0.590500098,0.887160182,1.368709935,-0.614642651,-1.01691619,bad
3084,-1.039616871,-0.016362065,-4.101306009,0.672189527,-2.140563079,2.316941986,-1.013110289,bad
227,-1.052877902,-3.290994071,-4.056301117,-0.709076386,-3.598392202,2.095930648,-6.46098926,bad
1583,-0.719576826,-2.892404685,1.39185627,2.477854337,-1.826026913,-2.792884419,-3.524033097,bad
2290,-0.906691888,-1.319070765,0.114757843,0.699130241,-2.673554112,2.178448915,0.96430594,bad
2982,0.144373555,-1.132383527,-1.56068607,0.501401077,2.256801685,0.900387,1.221682298,bad
2115,-1.804617728,-2.012472882,-2.070452517,0.094962469,4.649714343,1.990744178,4.430772373,bad
515,2.678687381,-2.59593909,-1.562217791,2.313185304,2.159382917,-0.663799304,1.004462732,good
3208,-2.040775186,0.404061766,-2.528924654,0.374761343,3.000332571,2.466241409,-1.267032978,bad
2497,-0.39119099,-1.270441481,1.704472038,2.583216518,2.223766846,0.233357555,-0.293212613,good
3749,-0.809220685,-1.723186461,-0.797727565,1.270493718,-0.506610805,1.296464979,0.00487338,bad
2542,1.706310497,0.234132391,-1.848696182,1.285824473,2.152655411,-0.857855694,0.97422529,bad
2299,1.369183438,1.69474482,-1.294504575,2.304889729,1.021828402,-1.808204095,0.458761382,good
2769,-1.104891315,-1.30633464,0.844941977,0.69425251,2.205707307,1.345144506,-0.358597278,good
1395,0.600361272,-2.856168515,-0.664890351,3.347379949,-3.778628446,-1.612228922,-2.069189399,bad
208,0.944946387,-3.321490816,2.967918114,0.078198691,-0.965456653,2.648436337,-0.502763647,good
2034,-0.620329645,-0.482662727,0.334240027,1.043739421,1.266541038,0.698872155,-2.283013329,good
2172,4.462673691,-1.13273302,0.826322493,-2.59824637,5.461806557,0.313965906,5.91888783,good
3347,0.46606931,-3.221736543,1.024727597,0.863847284,1.310376599,-1.9323726,1.899972028,good
3265,0.630739512,-1.459409967,-1.339418083,1.573397369,0.306651732,-0.922364395,1.300693775,good
137,0.263844265,-2.896271718,-0.157614476,-0.184619255,-2.848897253,0.40465954,-3.04217039,bad
1632,-2.81133353,-0.860926661,2.274014865,3.546890245,-1.607590825,1.637375509,1.438698948,bad
1650,-2.068321741,-1.7498196,-0.158640096,0.016842928,3.373624938,1.660209087,1.054633563,bad
3829,0.273562281,-1.836036424,-0.114427058,1.008318217,-1.009393705,-0.613617322,-2.454533933,bad
160,-3.023822478,-0.847654554,-3.926479139,0.630642487,-3.392707898,4.042267742,-0.760862459,bad
3603,1.114073892,-2.271133682,-1.681154384,0.722807299,3.068057818,-0.745080015,1.782646005,good
1758,3.03e-05,-0.229904137,-2.088644397,2.376522284,-1.024217178,-1.290199875,-1.341074605,bad
1028,-0.986916637,1.650286962,-1.203166514,-0.818641787,0.463659427,0.711011385,-1.655330392,good
1720,1.800419707,-2.447155549,-0.999294678,0.929978776,0.355335496,-0.050020204,0.812995828,good
1593,-2.954991278,0.35585294,1.414665686,0.41328544,1.878840135,-0.873287616,2.723642804,bad
3622,0.635970265,-2.422350494,2.208336835,2.7198782,1.74755085,1.692315625,1.265160783,good
676,0.498815017,-2.074870868,1.062057984,1.53028433,-5.713431338,-2.6299309,-1.451499763,bad
